ShipID,DockID,ArrivalDate,DepartureDate
6472,176,2023-06-03,2024-10-08
3369,108,2021-04-06,2024-08-02
2839,108,2022-09-20,2024-12-28
9177,49,2024-05-19,2024-06-27
8161,48,2023-03-20,2024-12-01
6967,29,2020-05-09,2022-07-25
2368,182,2022-06-01,2022-07-01
9575,200,2024-02-28,2024-09-20
8725,27,2023-02-14,2023-11-08
763,80,2023-08-17,2023-12-05
8586,180,2024-05-08,2024-12-15
6219,140,2020-10-15,2022-09-10
9555,131,2023-06-07,2024-12-08
9681,156,2023-05-12,2024-08-20
5395,99,2020-03-27,2023-12-11
8397,135,2022-02-10,2022-09-16
3497,114,2021-04-18,2022-11-17
9678,198,2023-10-11,2024-01-13
1648,116,2022-09-02,2023-10-20
8880,181,2021-06-20,2023-05-10
7403,100,2022-12-29,2023-03-13
1766,171,2023-12-27,2024-04-01
8518,2,2024-12-20,2024-12-23
631,92,2022-02-03,2022-11-29
3643,12,2022-04-19,2022-09-05
8186,8,2022-06-18,2024-03-03
3499,89,2023-02-28,2023-04-09
399,5,2022-05-02,2022-06-27
3943,27,2022-11-18,2023-11-19
2640,193,2023-12-02,2024-12-24
6547,24,2021-10-30,2024-03-04
3297,43,2022-06-09,2024-02-18
8034,59,2024-08-03,2024-11-27
7612,30,2021-12-12,2024-11-29
1792,188,2022-08-20,2024-04-03
509,86,2021-08-27,2024-06-01
6316,149,2022-05-03,2022-06-28
5635,10,2021-06-01,2024-02-03
2060,100,2023-08-26,2024-02-28
3833,164,2022-12-11,2023-08-31
4437,122,2021-09-25,2022-09-21
2799,61,2021-03-04,2023-08-04
745,147,2024-04-15,2024-10-23
6641,22,2024-03-26,2024-08-24
7641,86,2020-03-29,2024-05-26
2400,71,2022-03-04,2024-02-13
1591,198,2024-02-06,2024-02-16
2702,86,2020-10-28,2022-10-07
496,13,2020-03-23,2023-12-15
5712,67,2022-12-30,2023-07-30
3420,170,2022-07-25,2023-01-21
7171,199,2021-10-20,2024-07-03
8359,55,2020-04-20,2023-03-09
6262,43,2024-06-29,2024-12-28
599,187,2020-05-15,2021-11-13
5213,28,2021-08-29,2022-07-26
8459,184,2022-12-26,2023-05-02
9045,154,2020-12-16,2024-08-11
1314,151,2020-06-25,2024-03-30
6733,160,2021-02-06,2024-08-04
268,96,2022-06-29,2022-11-12
6769,11,2021-11-12,2022-02-04
4665,132,2020-03-06,2021-06-03
7214,184,2021-09-27,2023-06-20
9773,104,2022-02-20,2023-07-24
1789,168,2020-04-04,2024-10-17
1109,70,2021-06-12,2024-07-10
8576,194,2020-03-31,2020-05-26
8733,17,2020-06-25,2023-01-07
9839,101,2020-06-13,2020-09-23
5649,17,2022-01-01,2024-04-19
5970,64,2021-01-17,2024-08-08
8363,116,2023-06-08,2024-04-17
7593,195,2021-09-19,2024-07-18
3117,157,2021-07-09,2021-12-20
3989,168,2024-04-07,2024-06-28
1789,115,2024-01-28,2024-08-14
6767,113,2024-11-12,2024-12-29
7148,189,2021-05-14,2021-07-24
2703,60,2022-11-08,2023-07-10
1030,115,2022-01-09,2024-04-26
943,15,2022-03-30,2022-05-17
3252,23,2021-12-13,2024-02-14
7411,80,2021-07-13,2024-03-14
619,50,2021-04-29,2024-02-22
883,8,2024-02-25,2024-09-09
7166,104,2022-11-21,2023-12-09
4261,145,2020-04-15,2022-05-01
4699,101,2024-09-02,2024-10-31
2496,71,2021-11-01,2024-12-02
9083,182,2023-08-11,2024-03-04
5685,41,2023-08-29,2024-02-08
3388,40,2023-08-12,2024-09-04
1125,13,2020-02-05,2024-12-30
5054,43,2022-05-04,2023-12-31
552,120,2023-01-25,2023-07-07
9463,184,2020-10-14,2022-10-03
9038,104,2023-06-19,2023-09-03
7488,171,2022-06-06,2022-11-29
4404,138,2020-08-20,2021-02-15
1592,162,2022-06-12,2023-11-24
6209,189,2022-04-26,2022-10-25
5887,83,2020-10-16,2024-10-07
5018,94,2022-05-25,2022-12-01
6951,42,2021-11-05,2022-04-17
8363,148,2024-12-10,2024-12-15
6350,151,2022-12-12,2023-05-16
8513,88,2024-06-20,2024-06-26
4580,67,2024-07-24,2024-09-25
2296,31,2023-09-16,2024-07-09
5696,15,2023-11-11,2024-04-04
7138,136,2022-02-23,2023-10-24
2170,198,2024-07-11,2024-07-25
145,19,2020-06-20,2022-09-21
13,153,2023-03-21,2023-04-16
1247,171,2024-03-10,2024-06-30
6743,34,2024-05-24,2024-10-11
5316,177,2024-05-13,2024-08-27
2746,93,2024-08-10,2024-08-12
4780,31,2024-08-28,2024-09-27
9897,106,2020-10-09,2023-05-11
3398,20,2023-03-14,2024-04-29
3787,111,2020-08-23,2022-04-14
723,157,2022-02-17,2024-01-15
1887,72,2020-12-25,2022-11-17
4696,187,2021-09-28,2023-04-11
3007,4,2022-04-04,2024-06-14
6944,148,2022-10-17,2023-02-27
6565,149,2023-07-03,2023-09-12
2276,189,2022-07-22,2024-03-13
2760,164,2022-11-09,2023-05-03
6730,151,2022-09-24,2023-03-05
1876,49,2024-05-21,2024-10-03
8023,144,2024-06-27,2024-09-26
7615,34,2021-08-21,2024-07-25
3902,166,2024-07-31,2024-08-27
747,158,2024-06-08,2024-12-05
7700,44,2024-11-18,2024-12-10
3769,36,2020-10-10,2022-02-08
8387,10,2020-06-09,2020-07-11
139,82,2021-03-04,2021-12-31
7686,48,2024-05-27,2024-06-15
5421,194,2024-12-16,2024-12-19
3782,24,2024-12-07,2024-12-23
1063,32,2021-04-04,2022-02-04
4925,153,2024-01-20,2024-12-08
4210,35,2021-06-10,2022-04-11
2377,91,2022-08-03,2024-08-16
8228,106,2023-03-19,2024-07-09
7701,167,2024-05-21,2024-11-19
3072,102,2020-06-09,2022-02-19
5763,173,2021-05-30,2022-08-04
7185,23,2022-11-02,2023-08-03
2540,122,2022-12-24,2023-04-03
2487,86,2023-08-08,2024-06-28
5645,156,2023-03-05,2023-04-25
8085,2,2024-01-26,2024-04-21
9991,127,2024-09-10,2024-12-06
7420,152,2022-01-31,2024-06-11
313,59,2024-09-02,2024-10-10
2459,100,2022-09-20,2023-06-21
7854,97,2022-03-07,2022-07-10
1152,173,2020-11-07,2022-09-06
4128,167,2022-01-14,2022-04-25
8796,124,2021-01-10,2024-03-29
8637,4,2020-06-01,2020-12-14
8980,48,2023-05-19,2024-10-21
9096,151,2020-02-24,2022-11-23
3024,140,2022-03-26,2022-08-14
8824,37,2024-09-18,2024-12-13
5973,64,2021-01-20,2021-11-02
4780,174,2021-04-29,2023-09-23
4645,55,2024-07-26,2024-09-08
8217,139,2020-04-14,2023-04-18
3338,29,2024-05-05,2024-08-27
9313,87,2021-09-28,2023-12-31
7578,83,2024-07-03,2024-08-20
7065,44,2023-06-07,2023-12-29
3427,111,2022-07-24,2024-04-06
4607,113,2021-11-10,2021-12-21
1122,158,2021-03-16,2024-06-16
7059,12,2024-07-26,2024-10-10
2271,151,2023-02-04,2023-11-20
5809,47,2024-11-24,2024-12-10
1623,155,2020-09-13,2023-07-20
424,150,2021-10-04,2024-01-25
2400,174,2021-07-07,2023-06-07
526,114,2021-08-04,2022-11-24
4038,79,2023-01-12,2023-04-28
9692,103,2024-04-18,2024-04-23
7069,43,2020-06-24,2023-12-18
9177,117,2020-02-04,2021-09-16
6235,93,2021-01-19,2022-06-09
7416,15,2020-02-08,2021-05-05
3189,63,2024-06-12,2024-11-28
5064,96,2022-08-21,2024-04-20
3325,112,2023-06-03,2023-06-04
7750,35,2023-08-03,2024-09-06
5902,160,2022-05-25,2022-08-01
5141,19,2023-01-25,2023-02-08
8239,179,2021-06-24,2023-03-01
2313,26,2020-08-30,2024-06-02
9146,96,2022-12-10,2023-04-18
189,36,2021-09-02,2023-10-03
3006,25,2024-12-11,2024-12-31
457,3,2020-11-22,2021-02-04
9851,24,2023-03-14,2024-08-16
3212,82,2022-10-15,2024-03-31
9289,151,2024-04-01,2024-05-25
2606,37,2022-08-14,2024-01-27
8072,24,2024-05-31,2024-06-26
4284,6,2023-11-29,2024-06-15
2871,126,2022-02-09,2024-02-13
6629,74,2023-09-30,2024-03-16
2882,46,2022-03-05,2024-12-08
7468,164,2021-08-10,2024-04-01
8843,7,2020-03-09,2021-10-03
2324,110,2021-07-03,2024-05-28
8001,162,2020-05-17,2023-11-26
4410,72,2020-10-10,2024-07-25
5726,80,2021-07-10,2024-06-02
9084,48,2020-11-01,2023-05-03
6448,119,2023-09-09,2024-04-14
7051,110,2021-12-08,2023-05-18
3039,118,2020-06-10,2021-11-17
953,59,2021-12-28,2024-04-22
9866,11,2022-04-28,2022-08-25
6037,178,2021-03-06,2021-04-24
2332,60,2021-09-02,2022-04-27
9997,112,2020-06-13,2021-06-09
8105,162,2020-07-15,2024-12-20
2924,89,2024-09-22,2024-10-05
1185,133,2022-10-31,2024-03-25
1969,52,2023-05-13,2024-09-08
7649,172,2020-04-25,2022-03-14
2031,140,2021-02-11,2021-10-01
7014,8,2024-03-12,2024-06-18
2975,54,2023-01-20,2023-04-19
298,59,2022-07-14,2023-06-28
4999,84,2020-12-22,2023-08-17
1974,85,2023-08-18,2024-05-22
3170,65,2024-01-10,2024-09-25
9987,42,2024-11-30,2024-12-21
7455,191,2022-01-04,2022-01-26
4735,199,2022-10-02,2022-10-04
6926,125,2020-11-10,2023-11-07
7679,39,2024-07-20,2024-08-02
208,21,2022-09-20,2023-11-14
2849,141,2022-10-04,2023-11-27
6091,115,2023-12-13,2023-12-15
3755,163,2020-05-24,2022-10-28
7300,33,2020-07-14,2024-06-11
8476,64,2020-02-09,2020-02-17
8773,44,2022-10-21,2024-01-11
9672,186,2024-09-04,2024-09-11
406,165,2023-09-04,2024-09-17
6039,71,2023-08-27,2023-11-24
3483,87,2024-03-10,2024-07-08
2161,88,2023-01-07,2023-04-09
5069,98,2024-11-27,2024-12-01
5490,78,2021-05-15,2023-05-12
2077,171,2023-12-23,2024-03-04
7245,111,2022-08-14,2023-09-10
5712,28,2021-05-05,2023-09-24
2442,6,2023-02-06,2023-09-19
9663,73,2024-07-03,2024-08-20
6668,72,2020-06-19,2024-09-02
7370,81,2023-01-08,2023-06-25
1371,194,2021-09-23,2021-09-25
3148,119,2022-10-22,2024-01-09
4475,27,2022-11-18,2023-07-08
918,112,2020-08-06,2022-08-30
9453,23,2021-06-13,2023-01-30
3399,148,2021-07-24,2022-07-16
8766,53,2020-09-23,2021-06-20
961,156,2022-11-10,2024-12-20
1404,55,2022-06-22,2024-01-18
9821,20,2023-02-24,2024-12-17
8686,72,2024-11-23,2024-11-28
2283,67,2024-09-04,2024-12-03
7895,14,2020-12-26,2024-11-21
5408,97,2022-07-02,2024-03-24
4527,155,2022-10-27,2023-08-04
7261,115,2022-04-15,2022-06-10
2556,186,2021-04-05,2024-06-13
9131,21,2023-06-01,2023-11-06
7387,56,2023-01-29,2024-09-28
3416,90,2023-05-03,2024-10-28
2410,22,2021-07-28,2023-06-06
6349,64,2023-10-15,2024-07-06
112,103,2020-11-18,2022-08-17
8044,136,2024-05-03,2024-08-03
8199,60,2023-06-26,2024-12-27
2035,182,2023-12-15,2024-08-19
2423,8,2020-11-09,2022-06-03
6741,160,2024-01-17,2024-06-05
3760,117,2024-01-25,2024-03-31
6773,79,2023-08-05,2024-05-30
7101,37,2021-11-20,2024-05-23
4261,56,2021-05-22,2023-01-12
8014,183,2023-07-14,2024-09-09
3091,158,2020-12-05,2021-01-22
8581,40,2024-01-27,2024-08-28
5007,168,2021-08-14,2022-09-26
8839,91,2022-01-07,2024-11-02
9141,127,2020-09-25,2024-10-24
6134,116,2021-10-03,2021-11-01
2636,179,2021-10-11,2024-09-14
3668,190,2021-09-15,2022-09-03
8496,7,2020-11-29,2021-04-02
2975,113,2021-07-23,2022-02-01
3122,58,2023-12-27,2024-01-08
8306,87,2022-10-22,2023-06-18
946,29,2023-10-28,2024-04-18
140,112,2023-02-15,2024-05-17
7987,104,2023-06-10,2023-07-21
1241,76,2020-08-27,2023-01-02
9772,118,2022-07-08,2023-10-19
2218,108,2023-07-16,2024-12-28
2374,34,2023-09-26,2023-12-27
4898,20,2022-07-06,2022-09-10
7493,130,2023-08-28,2024-02-05
5507,72,2023-10-04,2024-09-02
6700,116,2021-06-06,2024-06-07
4481,115,2021-04-22,2024-10-03
7482,67,2023-10-09,2024-05-14
5496,133,2022-12-10,2023-04-06
3016,83,2023-12-13,2024-02-07
3924,198,2024-07-02,2024-10-31
9268,37,2024-07-29,2024-09-22
1368,40,2023-10-11,2023-12-16
4161,12,2021-05-14,2024-07-18
2849,31,2024-06-03,2024-06-15
357,133,2020-02-20,2020-07-24
6163,166,2021-12-13,2022-02-04
1290,101,2020-07-28,2021-11-30
5173,122,2023-07-21,2023-08-15
2825,72,2020-11-13,2023-03-17
9108,98,2024-04-14,2024-06-02
5817,54,2024-02-07,2024-12-11
9879,171,2020-11-12,2021-08-24
7164,87,2024-03-24,2024-12-17
7522,149,2023-12-07,2024-05-06
7505,51,2024-07-21,2024-09-07
2890,54,2024-11-11,2024-11-20
489,6,2022-05-12,2023-05-05
360,42,2023-03-24,2024-09-01
5281,73,2021-04-27,2023-11-06
730,156,2023-01-12,2023-08-22
2617,104,2020-12-02,2023-02-11
4330,186,2020-01-16,2021-04-12
2823,177,2023-04-09,2024-12-27
3484,154,2024-07-03,2024-07-03
9128,102,2020-12-02,2024-03-07
4943,161,2023-04-14,2023-08-01
4974,169,2022-01-11,2024-04-10
7172,194,2021-10-21,2022-09-20
2671,124,2023-06-15,2023-08-03
7751,49,2024-11-01,2024-11-30
4571,187,2022-02-23,2024-12-31
1795,111,2020-08-07,2024-06-20
9407,98,2024-06-25,2024-12-31
9816,141,2021-01-17,2021-05-06
1644,69,2024-06-30,2024-09-05
1122,9,2020-07-08,2020-07-23
4781,36,2022-07-04,2024-11-14
5169,58,2022-06-29,2023-05-25
5113,14,2022-04-08,2024-02-28
3904,193,2023-07-31,2024-04-15
7019,130,2020-06-07,2024-03-08
2514,32,2024-08-02,2024-09-22
715,142,2022-06-04,2024-01-27
4809,72,2021-03-03,2023-04-05
2274,1,2022-08-14,2023-04-27
1506,53,2024-04-10,2024-08-21
9625,59,2022-09-14,2025-01-01
3830,124,2023-06-13,2023-06-17
1884,10,2024-05-18,2024-07-16
267,107,2021-03-01,2024-11-19
5502,88,2022-04-27,2022-08-27
9352,112,2024-10-01,2024-10-17
4436,92,2024-07-06,2024-11-15
7642,166,2023-07-02,2024-02-01
9775,146,2023-12-05,2024-03-17
3205,131,2020-03-28,2022-09-09
4523,118,2021-03-08,2023-11-17
3106,182,2020-11-01,2024-07-17
2733,192,2021-08-10,2022-11-28
1465,90,2022-09-23,2024-02-24
2984,75,2021-01-19,2023-11-08
3507,168,2024-05-23,2024-10-18
5091,155,2020-08-30,2022-03-07
7997,183,2022-04-21,2022-10-03
9778,58,2021-06-07,2021-09-06
6335,145,2023-01-31,2024-03-04
6709,29,2023-08-28,2023-12-11
7541,179,2023-01-29,2023-04-01
4358,73,2024-03-25,2024-06-22
6967,111,2023-08-01,2024-12-30
7524,41,2024-03-28,2024-11-06
5346,148,2020-06-13,2021-10-05
7845,25,2021-12-13,2022-02-04
8281,199,2023-08-31,2024-12-28
9796,98,2021-12-22,2023-08-26
96,115,2021-11-09,2024-11-28
305,152,2023-07-02,2023-12-22
3559,181,2023-05-13,2024-04-19
4741,108,2021-07-11,2023-11-19
8785,136,2021-07-10,2024-09-15
4249,74,2022-10-10,2023-05-23
6772,7,2024-09-26,2024-10-13
969,112,2021-05-02,2023-03-09
7003,82,2021-11-17,2022-11-24
7005,77,2020-12-18,2021-03-28
3789,74,2024-09-22,2024-12-21
392,48,2023-01-09,2024-01-27
9963,137,2022-03-20,2022-07-21
6824,81,2020-07-02,2021-12-15
5321,105,2023-06-07,2023-06-13
9597,151,2022-04-20,2023-06-24
6295,156,2021-12-24,2023-06-24
7369,121,2022-04-03,2022-09-27
7154,10,2023-08-26,2023-09-12
681,41,2023-08-01,2024-12-09
6776,88,2024-04-12,2024-05-27
4611,183,2024-03-15,2024-07-16
222,175,2022-07-10,2024-08-15
1655,37,2023-05-09,2023-12-27
4529,14,2023-10-04,2024-05-28
360,129,2021-07-08,2023-09-04
9506,5,2022-02-19,2023-05-31
7119,161,2024-07-02,2024-12-31
5651,169,2024-10-02,2024-12-20
908,104,2024-03-07,2024-07-08
1810,39,2024-11-28,2024-12-01
5544,173,2021-05-06,2021-06-30
5011,54,2024-06-13,2024-08-21
1095,152,2022-01-11,2024-01-27
6358,193,2024-11-29,2024-11-29
7120,4,2022-10-09,2023-08-21
6041,89,2022-06-11,2023-05-09
4409,168,2020-02-05,2024-01-26
6117,82,2024-11-11,2024-12-13
1204,12,2022-11-14,2024-07-26
6549,198,2022-03-22,2024-11-07
1882,158,2022-04-04,2024-08-06
4155,5,2024-11-23,2024-11-24
7034,97,2023-07-05,2024-06-27
5958,112,2023-08-18,2024-11-19
5963,67,2021-03-12,2022-03-23
6280,48,2024-06-10,2024-06-17
680,20,2024-04-20,2024-12-11
7104,118,2024-08-30,2024-09-14
2115,188,2020-09-29,2021-04-14
5798,94,2020-05-05,2020-10-21
1072,158,2022-02-07,2022-04-07
9339,65,2020-04-16,2021-04-04
2439,108,2020-02-08,2023-10-15
5461,46,2022-09-26,2024-02-01
2740,4,2022-07-11,2022-07-28
6769,118,2023-11-11,2024-03-21
8092,2,2021-07-24,2023-02-09
8602,160,2024-09-18,2024-11-25
6109,144,2021-11-03,2024-06-17
2812,77,2024-08-30,2024-10-20
8252,177,2020-04-03,2024-03-11
4314,26,2022-04-16,2022-11-13
3661,164,2023-02-04,2024-07-19
8824,1,2022-12-31,2023-12-29
2269,50,2023-07-25,2024-06-11
5578,49,2020-06-24,2024-09-13
7660,79,2020-01-02,2022-02-21
5378,100,2020-01-20,2024-10-07
1889,60,2020-05-02,2024-03-14
4080,55,2022-10-08,2023-06-29
8432,196,2024-09-28,2024-12-07
5313,96,2023-07-05,2024-02-24
5968,168,2022-11-27,2024-06-12
9175,167,2023-05-28,2023-12-04
2579,90,2020-06-28,2021-07-14
1276,167,2022-11-09,2023-12-07
3690,16,2021-06-04,2022-02-09
4743,36,2020-09-13,2022-02-12
3408,183,2024-09-19,2024-12-02
2230,146,2020-10-16,2021-09-21
2226,11,2023-03-01,2024-01-25
4994,128,2024-11-25,2024-11-29
4508,171,2020-04-04,2021-04-04
9411,196,2021-11-11,2022-12-31
9615,55,2024-01-11,2024-07-06
358,167,2022-01-22,2022-11-22
361,121,2020-07-05,2023-01-03
3204,2,2024-12-23,2024-12-23
1664,16,2022-03-25,2023-01-28
7235,89,2021-03-09,2022-08-10
9797,143,2023-09-08,2024-06-03
3766,182,2022-11-09,2024-01-23
5556,79,2023-07-08,2023-10-31
5664,26,2021-02-28,2021-09-28
424,67,2021-06-12,2022-11-20
5100,71,2021-12-30,2023-10-24
5854,192,2024-04-25,2024-10-24
8980,39,2023-02-20,2023-08-22
2418,14,2023-05-20,2024-09-29
4531,33,2022-05-06,2024-07-30
4394,66,2022-02-08,2023-04-15
223,13,2021-01-31,2023-03-21
4244,5,2023-03-25,2024-01-12
3806,179,2022-07-26,2023-09-04
906,119,2021-01-08,2022-04-04
4069,184,2022-04-03,2023-12-21
3610,169,2021-03-24,2024-04-12
6915,16,2024-12-31,2024-12-31
6297,76,2022-08-11,2024-03-11
1868,179,2023-07-20,2024-03-18
4898,164,2020-11-20,2021-04-26
1564,18,2021-01-02,2023-01-04
5891,50,2020-01-10,2022-02-09
9821,101,2021-06-04,2023-06-06
6846,149,2022-03-16,2023-02-12
2298,162,2021-05-29,2023-09-26
2525,53,2024-11-06,2024-11-25
93,92,2023-03-06,2023-08-25
4238,7,2021-09-16,2022-05-17
9106,133,2024-02-23,2024-06-14
5134,7,2022-11-24,2023-10-04
5122,198,2024-08-10,2024-09-26
9209,153,2024-10-22,2024-11-27
2083,171,2020-05-10,2023-08-24
2167,64,2022-08-13,2024-01-23
2836,79,2020-09-12,2023-08-28
632,22,2024-06-23,2024-11-07
1227,145,2022-07-17,2024-12-30
9959,184,2024-04-08,2024-10-21
8512,30,2022-11-29,2024-04-14
3389,21,2021-05-07,2022-04-01
9165,86,2024-08-08,2024-11-06
9903,98,2021-08-08,2022-01-27
460,71,2024-12-18,2024-12-18
5911,3,2022-04-21,2024-05-17
3550,29,2022-12-03,2024-06-26
6833,76,2023-02-25,2023-07-22
430,119,2020-07-27,2021-12-26
12,179,2022-05-14,2022-08-11
7059,150,2023-12-04,2023-12-12
9391,116,2023-01-09,2023-03-18
277,32,2022-03-18,2022-06-22
539,47,2020-05-09,2021-09-16
8719,50,2023-10-21,2024-08-15
1452,185,2024-02-17,2024-02-23
7061,114,2021-11-27,2023-05-14
9807,139,2022-07-08,2023-03-17
8414,55,2022-04-02,2024-08-19
3872,153,2021-03-31,2022-03-14
6230,162,2022-05-17,2023-12-21
7255,94,2022-05-20,2024-12-01
537,88,2021-08-31,2023-07-18
61,169,2020-02-02,2020-12-20
7081,194,2020-03-01,2021-01-06
3240,133,2023-11-29,2024-07-05
209,6,2020-03-27,2024-03-22
6159,153,2023-03-17,2023-07-19
7396,118,2021-03-03,2024-02-15
2142,139,2021-10-13,2021-11-26
3246,34,2020-06-24,2024-11-28
9857,137,2020-03-23,2021-03-07
7121,28,2022-03-27,2024-07-04
6001,137,2022-02-12,2023-03-16
8653,159,2020-06-13,2020-06-15
6425,136,2021-08-20,2023-03-16
2767,60,2020-07-22,2024-10-02
6597,133,2023-02-12,2023-12-25
9783,117,2020-09-03,2022-04-28
5375,124,2023-03-23,2023-04-05
1990,132,2020-10-20,2024-08-21
7007,144,2023-01-30,2024-07-30
9343,112,2023-07-22,2023-11-15
3925,10,2023-09-04,2023-10-02
657,20,2022-02-06,2023-02-19
4779,51,2020-08-18,2023-06-12
1414,82,2023-09-17,2023-12-27
833,107,2024-12-18,2024-12-29
3787,172,2022-10-29,2023-05-16
1519,107,2020-11-03,2023-10-09
5477,162,2021-12-06,2023-05-13
7622,62,2021-01-20,2022-06-30
6900,3,2022-07-21,2023-01-02
1586,28,2020-10-10,2022-05-16
7500,92,2020-03-19,2020-05-07
9726,49,2021-09-10,2024-05-31
5984,15,2021-03-18,2023-10-05
4451,155,2020-11-04,2022-12-16
3315,25,2023-05-23,2023-09-30
181,134,2020-09-01,2021-06-23
3089,5,2021-05-24,2023-05-04
2637,81,2022-03-31,2024-10-10
9246,111,2024-04-09,2024-06-05
4732,129,2023-02-24,2024-07-12
6697,7,2023-09-26,2023-12-31
1356,120,2024-12-25,2024-12-31
583,127,2024-02-06,2024-12-15
7212,102,2020-08-28,2024-04-22
8753,189,2021-08-21,2023-11-13
2599,169,2021-02-14,2023-01-08
2541,102,2022-01-24,2022-04-29
5689,146,2020-01-06,2024-10-21
7053,56,2023-12-15,2024-06-24
3751,154,2022-07-31,2024-07-12
5498,138,2020-06-04,2024-11-24
935,79,2020-08-23,2021-11-22
9318,35,2022-10-26,2024-02-29
8295,36,2021-07-25,2022-11-06
6682,116,2024-04-06,2024-10-30
4618,159,2022-01-19,2024-10-28
7887,63,2024-08-24,2024-12-11
9856,141,2024-09-26,2024-11-13
3478,155,2020-01-09,2020-12-11
440,64,2021-08-12,2022-02-15
5932,162,2024-01-23,2024-08-05
5300,74,2021-11-27,2024-02-07
1980,156,2022-04-26,2024-11-13
4296,63,2023-05-17,2023-08-01
6714,93,2024-09-19,2024-12-23
2989,100,2024-10-23,2024-11-16
4734,106,2024-01-12,2024-05-08
9226,35,2024-09-25,2024-11-06
6724,155,2023-02-19,2024-10-03
7247,153,2024-03-06,2024-09-08
428,83,2021-10-22,2022-05-02
5028,101,2021-04-01,2024-08-30
3800,30,2021-09-18,2022-05-01
9762,154,2022-01-25,2023-04-24
7288,80,2023-05-15,2024-02-05
9868,171,2020-11-30,2024-02-11
8873,80,2023-08-09,2024-06-12
4260,172,2023-11-02,2024-07-24
2881,118,2022-08-11,2024-08-31
4664,10,2024-12-18,2024-12-18
5091,78,2021-02-07,2023-12-14
4933,33,2020-04-18,2024-10-08
2223,121,2023-11-07,2023-11-11
8206,169,2024-05-30,2024-10-24
9926,25,2021-10-25,2024-04-25
170,129,2022-08-17,2022-11-18
3036,136,2024-04-25,2024-10-23
9696,138,2021-04-10,2021-07-21
1900,70,2024-12-12,2024-12-25
2956,19,2021-08-10,2024-05-27
2099,179,2021-11-02,2024-12-30
6805,84,2020-03-30,2023-07-29
49,143,2023-07-08,2024-02-03
6577,47,2023-04-20,2023-05-02
1260,51,2020-04-11,2024-02-12
4266,92,2022-12-20,2024-01-16
8401,78,2024-12-08,2024-12-22
1491,61,2023-06-15,2024-01-21
8568,14,2021-09-09,2022-04-12
5289,41,2023-04-24,2024-07-05
9417,78,2020-09-11,2024-02-23
5074,40,2023-09-22,2023-10-20
9840,152,2023-03-31,2024-09-07
8882,2,2023-10-26,2024-12-11
5574,67,2022-01-07,2022-01-12
2834,55,2021-04-26,2022-05-17
8133,25,2021-01-20,2022-05-18
3115,54,2023-08-20,2023-09-05
4349,98,2023-11-29,2024-08-05
2665,130,2022-10-03,2023-07-23
1649,167,2020-03-07,2022-06-01
3397,12,2021-07-20,2023-06-05
5328,11,2023-09-06,2024-03-11
1547,90,2020-06-20,2022-05-27
8891,139,2022-03-20,2023-01-04
2491,74,2024-03-16,2024-12-07
4608,123,2020-11-15,2024-02-09
615,71,2023-12-17,2024-07-31
4831,37,2023-11-29,2024-12-04
6046,15,2024-10-10,2024-11-14
9048,46,2021-04-22,2024-02-16
665,9,2023-02-27,2023-10-12
7321,180,2020-11-12,2021-08-30
1300,199,2023-09-14,2024-04-01
4793,102,2020-11-22,2023-10-09
74,67,2023-02-26,2023-04-07
4120,16,2021-02-23,2023-11-07
7296,100,2020-10-06,2021-09-20
164,116,2023-08-08,2024-11-09
1041,128,2021-10-09,2022-12-06
2682,58,2020-09-02,2024-04-10
2160,53,2021-08-06,2023-05-17
4773,200,2024-08-09,2024-12-10
8421,192,2024-08-07,2024-10-29
6266,129,2021-03-18,2023-01-01
5872,112,2023-12-28,2024-03-20
8032,73,2022-12-21,2023-08-24
6956,165,2024-12-01,2024-12-06
8990,153,2023-07-17,2024-03-17
5845,52,2024-09-07,2024-12-21
3924,173,2024-05-15,2024-10-23
1246,9,2023-12-18,2024-02-26
5075,84,2024-06-23,2024-11-26
4342,127,2020-06-13,2024-05-08
1889,74,2020-10-05,2021-02-26
4020,120,2024-03-17,2024-12-06
2835,137,2021-06-10,2023-03-07
1314,148,2023-11-06,2024-02-10
1059,164,2021-07-29,2024-09-15
7098,147,2023-08-22,2024-08-02
8384,175,2021-10-01,2022-11-15
8469,14,2022-06-29,2024-06-16
4460,82,2020-02-22,2024-09-07
4641,107,2024-07-10,2024-10-04
3861,41,2022-10-25,2024-10-23
2050,33,2021-05-11,2022-07-17
9601,140,2022-08-12,2023-08-17
3868,184,2023-06-16,2023-08-12
8278,155,2020-10-29,2024-10-26
6285,41,2024-02-17,2024-12-22
4169,150,2022-03-15,2024-07-28
681,169,2022-01-29,2023-11-28
1668,34,2023-06-30,2023-07-27
9091,72,2022-09-21,2024-02-03
9806,74,2020-12-14,2021-05-27
5777,191,2023-12-06,2024-07-17
2870,161,2024-09-11,2024-12-19
6618,83,2020-03-26,2021-02-09
9015,182,2023-05-31,2024-01-22
6748,150,2023-10-31,2024-01-27
6955,60,2024-10-01,2024-12-02
6513,99,2020-04-22,2022-01-26
6142,40,2024-08-18,2024-10-07
4283,94,2021-02-26,2021-12-31
8325,58,2023-07-29,2023-12-05
874,136,2023-12-25,2024-03-19
8797,91,2020-01-08,2022-05-18
516,66,2020-10-29,2022-04-05
9378,54,2022-12-18,2022-12-22
563,107,2023-08-30,2024-07-29
843,108,2023-08-12,2024-06-10
