TaskID,TaskName,Description,StartDate,EndDate,Status
9139,Track Container Locations,Track container locations on-site.,2024-11-28,2024-12-25,In Progress
9140,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2023-07-17,2024-11-24,Complete
9141,Track Shipping Docs,Track shipping documents.,2020-03-12,2024-08-10,Complete
9142,Manage Berth Allocation,Manage berth allocation.,2024-04-28,2024-06-24,In Progress
9143,Handle Customs Clearance,Handle port customs clearance.,2021-04-01,2022-11-04,Empty
9144,Ensure Compliance,Ensure compliance with port regulations.,2021-11-23,2024-11-26,Complete
9145,Track Container Locations,Track container locations on-site.,2024-04-23,2024-10-18,Complete
9146,Supervise Dock Workers,Supervise dock workers.,2021-11-02,2022-02-19,Complete
9147,Supervise Dock Workers,Supervise dock workers.,2024-03-13,2024-06-24,Empty
9148,Monitor Cargo Inventory,Monitor cargo inventory.,2020-06-25,2023-04-20,Complete
9149,Plan Docking Schedules,Plan ship docking schedules.,2023-07-18,2024-10-27,Complete
9150,Track Container Locations,Track container locations on-site.,2021-05-28,2022-06-10,Complete
9151,Prepare Performance Reports,Prepare port performance reports.,2023-10-29,2023-10-30,In Progress
9152,Handle Security,Handle port security procedures.,2020-04-17,2023-09-19,Empty
9153,Supervise Dock Workers,Supervise dock workers.,2020-11-02,2021-09-02,Complete
9154,Coordinate with Customs,Coordinate with customs officers.,2023-04-11,2023-05-05,Empty
9155,Plan Docking Schedules,Plan ship docking schedules.,2020-04-11,2023-06-06,Empty
9156,Assist with Cargo Consolidation,Assist with cargo consolidation.,2023-05-06,2024-07-28,In Progress
9157,Monitor Cargo Inventory,Monitor cargo inventory.,2024-09-28,2024-12-09,In Progress
9158,Coordinate Safety Drills,Coordinate port safety drills.,2022-08-28,2024-01-16,Complete
9159,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2021-04-10,2023-07-06,In Progress
9160,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2023-11-22,2024-09-06,Complete
9161,Ensure Proper Stowage,Ensure proper stowage of containers.,2024-10-24,2024-12-04,Complete
9162,Ensure Safe Unloading,Ensure safe unloading operations.,2023-12-19,2024-07-25,Complete
9163,Monitor Container Movement,Monitor container movements.,2022-10-24,2024-05-16,In Progress
9164,Supervise Dock Workers,Supervise dock workers.,2024-03-12,2024-09-20,Empty
9165,Manage Ship Departure,Manage ship departure logistics.,2022-10-19,2023-04-17,Complete
9166,Track Shipping Docs,Track shipping documents.,2021-08-23,2023-08-21,Complete
9167,Unload Cargo,Unload cargo from ships.,2024-08-23,2024-11-26,In Progress
9168,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2021-05-12,2022-03-27,In Progress
9169,Ensure Safe Unloading,Ensure safe unloading operations.,2022-02-24,2023-06-13,In Progress
9170,Handle Security,Handle port security procedures.,2023-08-28,2024-05-27,Complete
9171,Coordinate Safety Drills,Coordinate port safety drills.,2021-04-05,2023-02-14,In Progress
9172,Unload Cargo,Unload cargo from ships.,2022-07-13,2023-04-01,Empty
9173,Operate Cranes,Operate cranes and other port equipment.,2024-09-20,2024-11-18,In Progress
9174,Supervise Loading Process,Supervise the loading and unloading process.,2023-06-28,2023-10-01,Empty
9175,Monitor Loading Progress,Monitor vessel loading progress.,2024-10-30,2024-11-07,In Progress
9176,Operate Cranes,Operate cranes and other port equipment.,2023-05-21,2024-05-18,In Progress
9177,Monitor Cargo Inventory,Monitor cargo inventory.,2022-05-31,2024-08-03,Complete
9178,Handle Security,Handle port security procedures.,2020-11-19,2024-02-01,In Progress
9179,Supervise Container Storage,Supervise container storage.,2021-01-02,2024-01-17,Empty
9180,Monitor Cargo Inventory,Monitor cargo inventory.,2022-01-02,2024-04-23,Complete
9181,Monitor Cargo Inventory,Monitor cargo inventory.,2024-07-09,2024-09-21,In Progress
9182,Coordinate Safety Drills,Coordinate port safety drills.,2023-11-14,2024-08-06,Empty
9183,Monitor Loading Progress,Monitor vessel loading progress.,2020-07-01,2020-10-17,Empty
9184,Ensure Compliance,Ensure compliance with port regulations.,2020-02-24,2024-09-04,Empty
9185,Manage Berth Allocation,Manage berth allocation.,2022-09-27,2023-11-23,Empty
9186,Document Shipments,Ensure proper documentation for shipments.,2023-09-20,2024-05-10,Complete
9187,Load Cargo,Load cargo onto ships.,2021-11-30,2022-10-13,In Progress
9188,Assist with Cargo Consolidation,Assist with cargo consolidation.,2024-10-06,2024-11-11,Complete
9189,Supervise Container Storage,Supervise container storage.,2024-09-01,2024-12-29,Empty
9190,Assist with Cargo Consolidation,Assist with cargo consolidation.,2023-07-16,2024-01-22,Empty
9191,Monitor Loading Progress,Monitor vessel loading progress.,2021-03-31,2024-02-22,Complete
9192,Operate Cranes,Operate cranes and other port equipment.,2021-08-17,2023-03-25,In Progress
9193,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2023-03-07,2024-04-26,Empty
9194,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2022-08-28,2023-03-11,Empty
9195,Unload Cargo,Unload cargo from ships.,2022-06-19,2022-11-29,In Progress
9196,Load Cargo,Load cargo onto ships.,2024-02-26,2024-11-14,In Progress
9197,Prepare Performance Reports,Prepare port performance reports.,2023-12-18,2024-02-09,Complete
9198,Monitor Cargo Inventory,Monitor cargo inventory.,2024-11-30,2024-12-14,Complete
9199,Inspect Containers,Inspect containers for damage.,2022-03-27,2024-08-22,In Progress
9200,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2023-09-21,2024-11-06,Complete
9201,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2023-10-12,2024-10-04,Empty
9202,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2021-06-22,2024-02-14,Complete
9203,Supervise Container Storage,Supervise container storage.,2021-06-19,2022-12-09,Empty
9204,Handle Billing,Handle port billing and invoicing.,2022-10-09,2023-06-16,Empty
9205,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2024-07-09,2024-09-21,Complete
9206,Assist with Cargo Consolidation,Assist with cargo consolidation.,2024-07-20,2024-12-07,In Progress
9207,Handle Billing,Handle port billing and invoicing.,2024-05-05,2024-09-10,Complete
9208,Supervise Turnaround Times,Supervise vessel turnaround times.,2023-11-25,2024-11-11,Empty
9209,Plan Docking Schedules,Plan ship docking schedules.,2021-07-20,2023-08-27,In Progress
9210,Manage Berth Allocation,Manage berth allocation.,2024-03-21,2024-09-16,Empty
9211,Track Shipping Docs,Track shipping documents.,2022-10-25,2024-09-30,Empty
9212,Coordinate Shipping,Coordinate with shipping companies.,2022-05-20,2024-11-30,Complete
9213,Track Shipping Docs,Track shipping documents.,2022-08-13,2023-07-01,Empty
9214,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2021-01-15,2022-11-15,Complete
9215,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2023-02-21,2023-12-02,Empty
9216,Manage Ship Departure,Manage ship departure logistics.,2022-10-04,2023-07-26,Complete
9217,Manage Berth Allocation,Manage berth allocation.,2020-11-28,2024-07-20,Complete
9218,Load Cargo,Load cargo onto ships.,2022-01-26,2022-12-16,Empty
9219,Operate Cranes,Operate cranes and other port equipment.,2023-07-28,2024-02-03,In Progress
9220,Monitor Cargo Inventory,Monitor cargo inventory.,2024-01-31,2024-08-07,Complete
9221,Track Shipping Docs,Track shipping documents.,2020-03-09,2023-08-20,In Progress
9222,Unload Cargo,Unload cargo from ships.,2021-05-23,2022-10-22,Complete
9223,Ensure Compliance,Ensure compliance with port regulations.,2020-02-13,2021-05-07,Empty
9224,Coordinate with Customs,Coordinate with customs officers.,2024-05-09,2024-10-22,In Progress
9225,Unload Cargo,Unload cargo from ships.,2020-11-05,2024-05-19,Empty
9226,Manage Ship Departure,Manage ship departure logistics.,2024-11-03,2024-11-26,Empty
9227,Operate Cranes,Operate cranes and other port equipment.,2022-08-29,2024-12-14,Empty
9228,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2023-03-10,2024-07-21,In Progress
9229,Handle Customs Clearance,Handle port customs clearance.,2020-09-25,2021-10-28,Empty
9230,Track Shipping Docs,Track shipping documents.,2021-07-24,2023-09-19,Empty
9231,Track Container Locations,Track container locations on-site.,2023-08-08,2024-09-26,Complete
9232,Manage Ship Departure,Manage ship departure logistics.,2024-07-08,2024-09-15,Empty
9233,Ensure Safe Unloading,Ensure safe unloading operations.,2022-10-13,2024-06-04,In Progress
9234,Coordinate Shipping,Coordinate with shipping companies.,2024-12-17,2024-12-22,Empty
9235,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2023-09-09,2023-11-18,Complete
9236,Plan Docking Schedules,Plan ship docking schedules.,2023-08-13,2024-05-21,Empty
9237,Track Shipping Docs,Track shipping documents.,2022-07-26,2022-08-02,Complete
9238,Unload Cargo,Unload cargo from ships.,2020-07-07,2023-06-17,In Progress
9239,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-02-21,2024-01-09,Empty
9240,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2023-06-13,2023-07-07,Empty
9241,Supervise Container Storage,Supervise container storage.,2022-04-19,2022-08-07,Complete
9242,Monitor Container Movement,Monitor container movements.,2020-02-13,2024-05-08,Empty
9243,Unload Cargo,Unload cargo from ships.,2021-01-04,2024-01-14,In Progress
9244,Supervise Turnaround Times,Supervise vessel turnaround times.,2024-02-18,2024-06-23,Empty
9245,Handle Billing,Handle port billing and invoicing.,2021-11-12,2022-07-16,Empty
9246,Manage Berth Allocation,Manage berth allocation.,2020-08-25,2023-03-29,Complete
9247,Coordinate with Customs,Coordinate with customs officers.,2021-05-28,2021-06-29,In Progress
9248,Document Shipments,Ensure proper documentation for shipments.,2022-09-30,2022-12-02,Empty
9249,Plan Docking Schedules,Plan ship docking schedules.,2022-06-28,2023-07-19,Complete
9250,Load Cargo,Load cargo onto ships.,2024-07-24,2024-09-03,In Progress
9251,Track Container Locations,Track container locations on-site.,2022-05-10,2023-10-14,Complete
9252,Handle Security,Handle port security procedures.,2024-11-10,2024-12-11,Empty
9253,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2022-07-06,2023-02-22,In Progress
9254,Supervise Container Storage,Supervise container storage.,2020-03-08,2020-08-01,Empty
9255,Prepare Performance Reports,Prepare port performance reports.,2023-09-29,2024-02-26,In Progress
9256,Ensure Safe Unloading,Ensure safe unloading operations.,2021-09-13,2022-04-13,Complete
9257,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2024-08-17,2024-11-20,In Progress
9258,Track Shipping Docs,Track shipping documents.,2023-08-14,2024-12-25,In Progress
9259,Coordinate Safety Drills,Coordinate port safety drills.,2022-01-27,2024-06-08,In Progress
9260,Coordinate Shipping,Coordinate with shipping companies.,2024-01-29,2024-07-25,Complete
9261,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2020-10-15,2021-07-15,Complete
9262,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2023-11-23,2024-01-12,Empty
9263,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2021-01-26,2021-12-16,Empty
9264,Manage Ship Departure,Manage ship departure logistics.,2020-06-17,2024-08-06,Empty
9265,Check Vessel Schedules,Check vessel arrival schedules.,2020-09-07,2023-06-11,Complete
9266,Handle Billing,Handle port billing and invoicing.,2022-10-29,2023-10-06,Complete
9267,Coordinate Safety Drills,Coordinate port safety drills.,2021-03-09,2023-12-18,Complete
9268,Check Vessel Schedules,Check vessel arrival schedules.,2024-03-10,2024-08-11,Empty
9269,Ensure Safe Unloading,Ensure safe unloading operations.,2022-03-11,2023-12-25,Complete
9270,Unload Cargo,Unload cargo from ships.,2023-07-11,2024-12-08,In Progress
9271,Monitor Cargo Inventory,Monitor cargo inventory.,2023-08-25,2024-01-22,In Progress
9272,Ensure Compliance,Ensure compliance with port regulations.,2024-07-13,2024-08-30,In Progress
9273,Check Vessel Schedules,Check vessel arrival schedules.,2023-07-01,2023-07-26,Complete
9274,Inspect Containers,Inspect containers for damage.,2023-10-02,2024-07-30,Empty
9275,Handle Billing,Handle port billing and invoicing.,2022-10-21,2023-11-23,Complete
9276,Manage Resources,Ensure efficient use of port resources.,2024-06-18,2024-08-02,In Progress
9277,Document Shipments,Ensure proper documentation for shipments.,2021-02-12,2023-08-21,Empty
9278,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2023-04-03,2023-11-04,Empty
9279,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2020-03-30,2022-03-07,In Progress
9280,Coordinate with Customs,Coordinate with customs officers.,2022-12-24,2024-05-16,Complete
9281,Load Cargo,Load cargo onto ships.,2024-10-05,2024-11-28,Complete
9282,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2024-01-27,2024-04-24,Complete
9283,Handle Security,Handle port security procedures.,2021-04-12,2023-12-05,Complete
9284,Load Cargo,Load cargo onto ships.,2022-06-14,2024-10-31,Complete
9285,Document Shipments,Ensure proper documentation for shipments.,2023-07-28,2024-10-02,In Progress
9286,Prepare Performance Reports,Prepare port performance reports.,2022-10-20,2024-07-01,Empty
9287,Handle Security,Handle port security procedures.,2020-12-16,2022-07-30,Empty
9288,Supervise Turnaround Times,Supervise vessel turnaround times.,2023-06-04,2024-08-11,Empty
9289,Handle Customs Clearance,Handle port customs clearance.,2024-03-25,2024-07-28,Complete
9290,Ensure Safe Unloading,Ensure safe unloading operations.,2023-09-07,2024-04-23,Complete
9291,Load Cargo,Load cargo onto ships.,2020-04-12,2024-04-04,Complete
9292,Ensure Compliance,Ensure compliance with port regulations.,2020-10-02,2023-11-17,Empty
9293,Ensure Proper Stowage,Ensure proper stowage of containers.,2020-05-11,2022-07-01,Empty
9294,Manage Ship Departure,Manage ship departure logistics.,2020-05-08,2022-08-19,Complete
9295,Supervise Loading Process,Supervise the loading and unloading process.,2021-02-16,2024-03-14,In Progress
9296,Monitor Loading Progress,Monitor vessel loading progress.,2021-11-05,2024-11-16,Complete
9297,Coordinate with Customs,Coordinate with customs officers.,2021-05-05,2024-08-16,In Progress
9298,Handle Billing,Handle port billing and invoicing.,2023-05-01,2023-05-16,In Progress
9299,Load Cargo,Load cargo onto ships.,2023-09-06,2024-10-25,Complete
9300,Supervise Turnaround Times,Supervise vessel turnaround times.,2024-05-28,2024-06-25,In Progress
9301,Coordinate Safety Drills,Coordinate port safety drills.,2020-08-11,2024-07-10,Complete
9302,Manage Berth Allocation,Manage berth allocation.,2021-08-28,2024-01-01,In Progress
9303,Coordinate Shipping,Coordinate with shipping companies.,2022-07-09,2023-02-08,Complete
9304,Monitor Cargo Inventory,Monitor cargo inventory.,2021-10-03,2023-03-01,In Progress
9305,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2020-03-31,2020-07-09,In Progress
9306,Document Shipments,Ensure proper documentation for shipments.,2022-06-18,2024-05-05,Empty
9307,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2020-04-01,2023-06-23,In Progress
9308,Coordinate with Customs,Coordinate with customs officers.,2024-07-14,2024-09-10,Complete
9309,Coordinate with Customs,Coordinate with customs officers.,2022-12-05,2023-04-11,In Progress
9310,Load Cargo,Load cargo onto ships.,2021-02-12,2022-11-01,Empty
9311,Track Container Locations,Track container locations on-site.,2020-10-07,2024-06-12,Empty
9312,Manage Ship Departure,Manage ship departure logistics.,2024-08-25,2024-12-05,Empty
9313,Load Cargo,Load cargo onto ships.,2021-12-26,2022-03-09,Complete
9314,Coordinate with Customs,Coordinate with customs officers.,2024-12-15,2024-12-28,Empty
9315,Track Shipping Docs,Track shipping documents.,2023-11-17,2024-02-28,In Progress
9316,Manage Resources,Ensure efficient use of port resources.,2020-10-27,2023-05-19,Complete
9317,Plan Docking Schedules,Plan ship docking schedules.,2021-01-10,2023-12-11,In Progress
9318,Unload Cargo,Unload cargo from ships.,2020-05-01,2024-07-13,In Progress
9319,Manage Berth Allocation,Manage berth allocation.,2021-03-14,2023-09-15,Empty
9320,Check Vessel Schedules,Check vessel arrival schedules.,2020-01-30,2021-12-12,In Progress
9321,Supervise Container Storage,Supervise container storage.,2022-10-11,2024-08-08,In Progress
9322,Supervise Dock Workers,Supervise dock workers.,2020-06-10,2021-07-28,Complete
9323,Supervise Turnaround Times,Supervise vessel turnaround times.,2020-12-09,2022-09-18,Complete
9324,Supervise Turnaround Times,Supervise vessel turnaround times.,2024-01-01,2024-03-31,Empty
9325,Check Vessel Schedules,Check vessel arrival schedules.,2024-06-01,2024-06-14,Empty
9326,Supervise Loading Process,Supervise the loading and unloading process.,2020-06-16,2023-11-09,In Progress
9327,Manage Ship Departure,Manage ship departure logistics.,2023-02-17,2023-07-05,Empty
9328,Supervise Container Storage,Supervise container storage.,2023-12-20,2024-03-25,Empty
9329,Ensure Safe Unloading,Ensure safe unloading operations.,2022-12-14,2024-02-07,In Progress
9330,Coordinate Safety Drills,Coordinate port safety drills.,2022-10-28,2022-10-30,In Progress
9331,Handle Security,Handle port security procedures.,2020-12-21,2022-01-09,Complete
9332,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-11-05,2023-10-03,Complete
9333,Unload Cargo,Unload cargo from ships.,2022-08-28,2022-12-05,Empty
9334,Unload Cargo,Unload cargo from ships.,2024-02-02,2024-05-13,Empty
9335,Monitor Loading Progress,Monitor vessel loading progress.,2024-06-03,2024-10-06,Complete
9336,Load Cargo,Load cargo onto ships.,2021-07-16,2022-09-02,In Progress
9337,Supervise Loading Process,Supervise the loading and unloading process.,2024-09-27,2024-12-20,Empty
9338,Coordinate Shipping,Coordinate with shipping companies.,2022-05-26,2023-02-08,Empty
9339,Handle Customs Clearance,Handle port customs clearance.,2023-01-28,2023-02-02,Empty
9340,Track Container Locations,Track container locations on-site.,2021-07-04,2022-04-29,Empty
9341,Check Vessel Schedules,Check vessel arrival schedules.,2022-10-19,2023-03-01,Complete
9342,Manage Berth Allocation,Manage berth allocation.,2024-06-03,2024-11-05,In Progress
9343,Load Cargo,Load cargo onto ships.,2022-05-09,2022-06-14,Complete
9344,Handle Security,Handle port security procedures.,2020-02-14,2021-11-10,In Progress
9345,Manage Berth Allocation,Manage berth allocation.,2021-01-05,2023-08-02,Empty
9346,Ensure Safe Unloading,Ensure safe unloading operations.,2021-02-17,2024-09-13,Complete
9347,Check Vessel Schedules,Check vessel arrival schedules.,2021-02-01,2023-07-04,Empty
9348,Handle Billing,Handle port billing and invoicing.,2020-05-26,2024-02-04,In Progress
9349,Plan Docking Schedules,Plan ship docking schedules.,2020-07-11,2024-08-27,Empty
9350,Unload Cargo,Unload cargo from ships.,2021-04-11,2024-03-10,In Progress
9351,Ensure Safe Unloading,Ensure safe unloading operations.,2020-05-29,2023-04-17,In Progress
9352,Monitor Container Movement,Monitor container movements.,2021-07-22,2023-09-26,Empty
9353,Supervise Dock Workers,Supervise dock workers.,2020-05-23,2022-02-16,Complete
9354,Handle Security,Handle port security procedures.,2024-08-23,2024-08-25,Empty
9355,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2021-05-08,2021-12-17,Complete
9356,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2024-07-28,2024-12-05,Empty
9357,Coordinate Safety Drills,Coordinate port safety drills.,2024-10-08,2024-12-19,Complete
9358,Document Shipments,Ensure proper documentation for shipments.,2021-01-17,2024-07-24,Empty
9359,Assist with Cargo Consolidation,Assist with cargo consolidation.,2021-12-06,2024-07-15,Empty
9360,Manage Resources,Ensure efficient use of port resources.,2023-09-16,2023-10-30,Empty
9361,Assist with Cargo Consolidation,Assist with cargo consolidation.,2022-10-31,2024-04-10,Complete
9362,Ensure Compliance,Ensure compliance with port regulations.,2023-04-16,2024-11-16,In Progress
9363,Monitor Container Movement,Monitor container movements.,2022-12-10,2024-12-31,Empty
9364,Coordinate Shipping,Coordinate with shipping companies.,2023-01-28,2024-04-06,In Progress
9365,Unload Cargo,Unload cargo from ships.,2020-04-07,2023-05-07,Empty
9366,Supervise Container Storage,Supervise container storage.,2023-02-07,2023-05-22,Complete
9367,Handle Billing,Handle port billing and invoicing.,2020-09-06,2021-11-13,Empty
9368,Handle Customs Clearance,Handle port customs clearance.,2022-08-31,2023-09-06,Complete
9369,Ensure Compliance,Ensure compliance with port regulations.,2021-10-12,2023-05-12,In Progress
9370,Oversee Cargo Inspections,Oversee cargo inspections.,2024-10-14,2024-11-25,In Progress
9371,Ensure Proper Stowage,Ensure proper stowage of containers.,2021-07-13,2022-05-31,Complete
9372,Assist with Cargo Consolidation,Assist with cargo consolidation.,2024-12-07,2024-12-30,Complete
9373,Prepare Performance Reports,Prepare port performance reports.,2022-02-04,2024-03-20,Complete
9374,Load Cargo,Load cargo onto ships.,2024-09-27,2024-12-18,In Progress
9375,Ensure Safe Unloading,Ensure safe unloading operations.,2022-11-29,2023-04-16,Complete
9376,Supervise Loading Process,Supervise the loading and unloading process.,2024-06-06,2024-09-29,Empty
9377,Supervise Loading Process,Supervise the loading and unloading process.,2022-10-05,2024-08-22,Complete
9378,Ensure Safe Unloading,Ensure safe unloading operations.,2022-11-04,2023-10-02,In Progress
9379,Monitor Loading Progress,Monitor vessel loading progress.,2020-08-17,2023-03-30,Complete
9380,Supervise Container Storage,Supervise container storage.,2023-11-08,2024-10-23,Complete
9381,Coordinate with Customs,Coordinate with customs officers.,2023-11-16,2023-11-24,In Progress
9382,Ensure Compliance,Ensure compliance with port regulations.,2024-04-06,2024-06-07,In Progress
9383,Coordinate Safety Drills,Coordinate port safety drills.,2021-09-02,2023-09-25,Complete
9384,Ensure Proper Stowage,Ensure proper stowage of containers.,2021-12-16,2024-06-19,In Progress
9385,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2021-01-22,2023-06-09,Complete
9386,Check Vessel Schedules,Check vessel arrival schedules.,2022-01-28,2022-09-23,In Progress
9387,Unload Cargo,Unload cargo from ships.,2024-06-04,2024-12-02,In Progress
9388,Assist with Cargo Consolidation,Assist with cargo consolidation.,2020-02-21,2023-04-21,In Progress
9389,Oversee Cargo Inspections,Oversee cargo inspections.,2022-08-03,2023-06-07,Empty
9390,Document Shipments,Ensure proper documentation for shipments.,2020-03-29,2021-12-17,Complete
9391,Supervise Dock Workers,Supervise dock workers.,2024-05-19,2024-11-01,Empty
9392,Manage Ship Departure,Manage ship departure logistics.,2021-05-06,2023-07-20,In Progress
9393,Manage Berth Allocation,Manage berth allocation.,2023-01-11,2024-06-20,Complete
9394,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2022-11-18,2023-08-08,In Progress
9395,Track Shipping Docs,Track shipping documents.,2020-06-29,2020-08-28,In Progress
9396,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2024-03-19,2024-09-24,In Progress
9397,Handle Customs Clearance,Handle port customs clearance.,2021-04-22,2021-11-20,In Progress
9398,Operate Cranes,Operate cranes and other port equipment.,2020-03-13,2022-02-22,Empty
9399,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2023-04-05,2024-11-01,Empty
9400,Monitor Loading Progress,Monitor vessel loading progress.,2020-04-10,2021-11-29,Complete
9401,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2021-02-23,2024-09-28,Complete
9402,Monitor Loading Progress,Monitor vessel loading progress.,2022-01-29,2022-05-05,Complete
9403,Ensure Safe Unloading,Ensure safe unloading operations.,2022-07-08,2022-10-05,In Progress
9404,Monitor Cargo Inventory,Monitor cargo inventory.,2020-06-04,2024-02-16,Complete
9405,Supervise Turnaround Times,Supervise vessel turnaround times.,2023-02-22,2023-09-21,Complete
9406,Document Shipments,Ensure proper documentation for shipments.,2021-05-15,2022-01-02,Empty
9407,Ensure Compliance,Ensure compliance with port regulations.,2022-01-14,2024-03-13,Complete
9408,Monitor Cargo Inventory,Monitor cargo inventory.,2024-09-01,2024-09-21,Empty
9409,Manage Berth Allocation,Manage berth allocation.,2022-01-13,2022-04-17,Complete
9410,Manage Berth Allocation,Manage berth allocation.,2023-03-01,2023-09-26,Complete
9411,Supervise Container Storage,Supervise container storage.,2023-09-17,2024-07-14,Empty
9412,Manage Berth Allocation,Manage berth allocation.,2021-03-12,2024-05-02,In Progress
9413,Track Shipping Docs,Track shipping documents.,2022-11-19,2023-03-17,Empty
9414,Load Cargo,Load cargo onto ships.,2023-08-04,2024-08-27,Empty
9415,Unload Cargo,Unload cargo from ships.,2022-10-30,2024-03-04,In Progress
9416,Plan Docking Schedules,Plan ship docking schedules.,2022-06-09,2024-01-29,Empty
9417,Ensure Proper Stowage,Ensure proper stowage of containers.,2020-12-17,2024-10-18,In Progress
9418,Check Vessel Schedules,Check vessel arrival schedules.,2021-10-22,2024-12-18,Empty
9419,Handle Security,Handle port security procedures.,2024-04-07,2024-06-21,Empty
9420,Prepare Performance Reports,Prepare port performance reports.,2020-10-22,2021-10-15,Complete
9421,Operate Cranes,Operate cranes and other port equipment.,2020-06-23,2021-08-03,In Progress
9422,Plan Docking Schedules,Plan ship docking schedules.,2022-07-20,2024-08-21,Empty
9423,Assist with Cargo Consolidation,Assist with cargo consolidation.,2021-09-17,2022-01-07,In Progress
9424,Assist with Cargo Consolidation,Assist with cargo consolidation.,2021-02-07,2024-05-14,Complete
9425,Track Container Locations,Track container locations on-site.,2020-04-14,2023-01-03,In Progress
9426,Plan Docking Schedules,Plan ship docking schedules.,2024-08-10,2024-08-31,Empty
9427,Ensure Safe Unloading,Ensure safe unloading operations.,2024-03-31,2024-07-15,In Progress
9428,Handle Billing,Handle port billing and invoicing.,2022-12-22,2023-01-27,In Progress
9429,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2022-02-07,2024-12-06,Empty
9430,Manage Resources,Ensure efficient use of port resources.,2024-12-01,2024-12-26,Complete
9431,Supervise Container Storage,Supervise container storage.,2021-05-26,2023-07-15,Complete
9432,Handle Customs Clearance,Handle port customs clearance.,2020-07-12,2022-01-05,In Progress
9433,Ensure Proper Stowage,Ensure proper stowage of containers.,2024-12-10,2024-12-31,In Progress
9434,Handle Billing,Handle port billing and invoicing.,2020-07-01,2023-04-14,Empty
9435,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2023-11-05,2024-11-15,Complete
9436,Monitor Loading Progress,Monitor vessel loading progress.,2023-10-17,2024-08-26,Complete
9437,Coordinate Safety Drills,Coordinate port safety drills.,2022-10-02,2024-07-12,Complete
9438,Monitor Loading Progress,Monitor vessel loading progress.,2024-11-24,2024-11-26,In Progress
9439,Track Container Locations,Track container locations on-site.,2021-07-14,2023-12-03,Empty
9440,Unload Cargo,Unload cargo from ships.,2020-04-01,2023-11-23,In Progress
9441,Prepare Performance Reports,Prepare port performance reports.,2021-04-24,2023-06-24,Complete
9442,Ensure Proper Stowage,Ensure proper stowage of containers.,2024-09-30,2024-11-11,Empty
9443,Coordinate Safety Drills,Coordinate port safety drills.,2024-06-13,2024-11-28,Complete
9444,Ensure Proper Stowage,Ensure proper stowage of containers.,2020-09-12,2020-10-31,Empty
9445,Manage Ship Departure,Manage ship departure logistics.,2024-06-29,2024-10-16,Complete
9446,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2023-07-21,2024-06-08,Complete
9447,Plan Docking Schedules,Plan ship docking schedules.,2022-12-12,2024-10-25,Complete
9448,Manage Ship Departure,Manage ship departure logistics.,2020-09-15,2024-11-10,In Progress
9449,Supervise Container Storage,Supervise container storage.,2021-10-20,2023-04-23,In Progress
9450,Supervise Turnaround Times,Supervise vessel turnaround times.,2023-09-14,2024-01-22,In Progress
9451,Track Container Locations,Track container locations on-site.,2023-12-07,2024-07-28,In Progress
9452,Manage Berth Allocation,Manage berth allocation.,2022-08-05,2024-06-30,Complete
9453,Monitor Loading Progress,Monitor vessel loading progress.,2021-07-28,2023-07-28,Empty
9454,Monitor Cargo Inventory,Monitor cargo inventory.,2022-02-07,2024-09-10,In Progress
9455,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2020-10-30,2021-11-30,In Progress
